Category,Description,Nutrient Data Bank Number,Data.Household Weights(Gram),Data.Household Weight Description
BEEF,"BEEF,TENDERLOIN,LN&FAT,1/8""FAT,PRIME,CKD,BRLD",13927,85,3 oz
BEEF,"BEEF,CHUCK,CLOD RST,LN ONLY,TO 0"" FAT,USDA CHOIC,CKD,RSTD",13937,85,"3 oz,  ( 1 serving )"
BEEF,"BEEF,CHUCK,CLOD RST,LN ONLY,TO 0"" FAT,USDA SEL,CKD,RSTD",13940,85,"3 oz,  ( 1 serving )"
BEEF,"BEEF,CHUCK,CLOD STEAK,LN ONLY,TO 0"" FAT,USDA CHOIC,CKD,BRSD",13943,85,"3 oz,  ( 1 serving )"
BEEF,"BEEF,CHUCK,CLOD STEAK,LN ONLY,TO 0"" FAT,USDA SEL,CKD,BRSD",13946,85,"3 oz,  ( 1 serving )"
BEEF,"BEEF,CHUCK,MOCK TENDER STK,LN,0"" FAT,USDA CHOIC,CKD,BRLD",13961,85,"3 oz,  (1 serving)"
BEEF,"BEEF,CHUCK,MOCK TENDER STK,LN,0"" FAT,USDA SEL,CKD,BRLD",13963,85,"3 oz,  ( 1 serving )"
BEEF,"BEEF,CHUCK,TOP BLADE,LN ONLY,TO 0"" FAT,USDA CHOIC,CKD,BRLD",13965,85,"3 oz,  ( 1 serving )"
BEEF,"BEEF,CHUCK,TOP BLADE,LN ONLY,TO 0"" FAT,USDA SEL,CKD,BRLD",13967,85,"3 oz,  ( 1 serving )"
BEEF,"BEEF,PLATE,INSIDE SKIRT STEAK,LN,0"" FAT,ALL GRDS,CKD,BRLD",13977,85,"3 oz,  ( 1 serving )"
BEEF,"BEEF,PLATE,OUTSIDE SKIRT STEAK,LN,0"" FAT,ALL GRDS,CKD,BRLD",13979,85,"3 oz,  ( 1 serving )"
BEEF,"BEEF,BTTM SIRLOIN,TRI-TIP STEAK,LN,0"" FAT,ALL GRDS,CKD,BRLD",13987,85,"3 oz,  ( 1 serving )"
BEEF,"BEEF,TENDERLOIN,LN,0""FAT,ALL GRDS,CKD,BRLD",13442,87,"1 steak, excluding refuse (yield from 1 raw steak, with refuse, weighing 135 g)"
BEEF,"BEEF,TENDERLOIN,LN&FAT,0""FAT,SEL,CKD,BRLD",13441,108.22,"1 steak,  (yield from 136 g raw meat)"
BEEF,"BEEF,TENDERLOIN,LN,0""FAT,SEL,CKD,BRLD",13444,108.22,"1 steak,  (yield from 136 g raw meat)"
BEEF,"BEEF,TENDERLOIN,LN&FAT,1/8""FAT,SEL,CKD,BRLD",13924,119.47,"1 steak,  (yield from 1 raw steak weighing 151g)"
BEEF,"BEEF,RIB,SHORTRIBS,LN,CHOIC,CKD,BRSD",13150,121,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
BEEF,"BEEF,TENDERLOIN,LN&FAT,0""FAT,CHOIC,CKD,BRLD",13440,125.77,"1 steak,  (yield from 161 g raw meat)"
BEEF,"BEEF,TENDERLOIN,LN,0""FAT,CHOIC,CKD,BRLD",13443,125.77,"1 steak,  (yield from 161 g raw meat)"
BEEF,"BEEF,TENDERLOIN,LN&FAT,1/8""FAT,CHOIC,CKD,BRLD",13921,140.47,"1 steak,  (yield from 181 g raw meat)"
BEEF,"BEEF,TENDERLOIN,LN&FAT,1/8""FAT,SEL,RAW",13923,149.28,"1 steak,  (yield from 1 raw steak weighing149g)"
BEEF,"BEEF,SHRT LOIN,TOP LOIN,LN,0""FAT,ALL GRDS,CKD,BRLD",13448,150,"1 steak, excluding refuse (yield from 1 raw steak, with refuse, weighing 223 g)"
BEEF,"BEEF,SHRT LOIN,TOP LOIN,LN & FAT,0"" FAT,SEL,CKD,BRLD",13447,150.45,"1 steak,  (yield from 186 g raw meat)"
BEEF,"BEEF,SHRT LOIN,TOP LOIN,LN,0""FAT,SEL,CKD,BRLD",13450,150.45,"1 steak,  (yield from 186 g raw meat)"
BEEF,"BEEF,TENDERLOIN,LN&FAT,1/8""FAT,ALL GRDS,RAW",13917,163.57,1 steak
BEEF,"BEEF,SHRT LOIN,TOP LOIN,LN&FAT,0""FAT,CHOIC,CKD,BRLD",13446,164.34,"1 steak,  (yield from 203 g raw meat)"
BEEF,"BEEF,SHRT LOIN,TOP LOIN,LN,0""FAT,CHOIC,CKD,BRLD",13449,164.34,"1 steak,  (yield from 203 g raw meat)"
BEEF,"BEEF,TENDERLOIN,LN&FAT,1/8""FAT,CHOIC,RAW",13920,176.56,1 steak
BEEF,"BEEF,RND,BTTM RND,LN&FAT,0""FAT,SEL,CKD,BRSD",13404,178.74,"1 steak,  (yield from 281 g raw meat)"
BEEF,"BEEF,RND,BTTM RND,LN,0""FAT,SEL,CKD,BRSD",13413,178.74,"1 steak,  (yield from 281 g raw meat)"
BEEF,"BEEF,RND,BTTM RND,LN&FAT,0""FAT,ALL GRDS,CKD,BRSD",13398,184.99,"1 steak,  (yield from 290 g raw meat)"
BEEF,"BEEF,RND,BTTM RND,LN,0""FAT,ALL GRDS,CKD,BRSD",13407,184.99,"1 steak,  (yield from 290 g raw meat)"
BEEF,"BEEF,CHUCK,BLADE RST,LN,0""FAT,ALL GRDS,CKD,BRSD",13382,191,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
BEEF,"BEEF,CHUCK,BLADE RST,LN,0""FAT,CHOIC,CKD,BRSD",13383,191,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
BEEF,"BEEF,RND,BTTM RND,LN&FAT,0""FAT,CHOIC,CKD,BRSD",13401,191.24,"1 steak,  (yield from 299 g raw meat)"
BEEF,"BEEF,RND,BTTM RND,LN,0""FAT,CHOIC,CKD,BRSD",13410,191.24,"1 steak,  (yield from 299 g raw meat)"
BEEF,"BEEF,CHUCK,BLADE RST,LN,0""FAT,SEL,CKD,BRSD",13384,194,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
BEEF,"BEEF,SHRT LOIN,TOP LOIN,LN&FAT,1/8""FAT,SEL,CKD,BRLD",13914,204.03,"1 steak,  (yield from raw steak weighing 248 g)"
BEEF,"BEEF,RIB,LRG END (RIBS 6-9),LN,0""FAT,CHOIC,CKD,RSTD",13389,207,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
BEEF,"BEEF,RIB,LRG END (RIBS 6-9),LN,0""FAT,ALL GRDS,CKD,RSTD",13388,214,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
BEEF,"BEEF,GRASS-FED,STRIP STEAKS,LN,RAW",13000,214.16,1 steak
BEEF,"BEEF,RIB,LRG END (RIBS 6-9),LN,0""FAT,SEL,CKD,RSTD",13390,217,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
BEEF,"BEEF,RIB,SML END (RIBS 10-12),LN,0""FAT,CHOIC,CKD,BRLD",13395,220,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
BEEF,"BEEF,RIB,SML END (RIBS 10-12),LN,0""FAT,SEL,CKD,BRLD",13396,220,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
BEEF,"BEEF,SHRT LOIN,TOP LOIN,LN&FAT,1/8""FAT,CHOIC,CKD,BRLD",13912,221.09,"1 steak,  (yield from 270 g raw meat)"
BEEF,"BEEF,VAR MEATS&BY-PRODUCTS,PANCREAS,CKD,BRSD",13332,222,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
BEEF,"BEEF,RIB,SHORTRIBS,LN&FAT,CHOIC,CKD,BRSD",13148,225,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
BEEF,"BEEF,RND,BTTM RND,LN & FAT,1/8"" FAT,SEL,CKD,BRSD",13875,226.26,"1 steak,  (yield from raw steak weighing 340g)"
BEEF,"BEEF,RND,BTTM RND,LN&FAT,1/8""FAT,CHOIC,CKD,BRSD",13872,226.87,"1 steak,  (yield from 341 g raw meat)"
BEEF,"BEEF,RIB,EYE,SML END (RIBS 10- 12) LN,0"" FAT,SEL,CKD,BRLD",13490,230.7,1 steak
BEEF,"BEEF,RIB EYE,SML END (RIBS 10-12),LN & FAT,0"",SEL,CKD,BRLD",13951,230.7,"1 steak,  (yield from 294 g raw meat)"
BEEF,"BEEF,BRISKET,POINT HALF,LN,0""FAT,ALL GRDS,CKD,BRSD",13372,232,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
BEEF,"BEEF,RIB,SML END (RIBS 10-12),LN&FAT,0""FAT,ALL GRDS,CKD,BRLD",13391,233.34,"1 steak,  (yield from 233 g raw meat)"
BEEF,"BEEF,RIB,SML END (RIBS 10-12),LN,0""FAT,ALL GRDS,CKD,BRLD",13394,233.34,"1 steak,  (yield from 296 g raw meat)"
BEEF,"BEEF,RIBEYE,SML END(RIBS 10-12),LN&FAT,0"",ALL GRDS,CKD,BRLD",13952,233.34,"1 steak,  (yield from 295 g raw meat)"
BEEF,"BEEF,CHUCK,BLADE RST,LN&FAT,0""FAT,SEL,CKD,BRSD",13381,235,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
BEEF,"BEEF,RIB,EYE,SML END (RIBS 10-12),LN,0""FAT,CHOIC,CKD,BRLD",13098,235.97,"1 steak,  (yield from 297g raw meat)"
BEEF,"BEEF,CHUCK,BLADE RST,LN&FAT,0""FAT,CHOIC,CKD,BRSD",13380,238,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
BEEF,"BEEF,COMP OF RTL CUTS,LN,0""FAT,CHOIC,CKD",13365,240,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
BEEF,"BEEF,COMP OF RTL CUTS,LN,0"" FAT,ALL GRDS,CKD",13364,242,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
BEEF,"BEEF,COMP OF RTL CUTS,LN,0""FAT,SEL,CKD",13366,244,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
BEEF,"BEEF,RIB,SML END (RIBS 10-12),LN&FAT,1/8""FAT,SEL,CKD,BRLD",13857,245.2,"1 steak,  (yield from 1 raw steak weighing 321g)"
BEEF,"BEEF,FLANK,LN,0"" FAT,CHOIC,CKD,BRSD",13069,246,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
BEEF,"BEEF,CHUCK,BLADE RST,LN&FAT,1/8""FAT,ALL GRDS,CKD,BRSD",13816,247,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
BEEF,"BEEF,CHUCK,BLADE RST,LN&FAT,1/8""FAT,CHOIC,CKD,BRSD",13818,247,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
BEEF,"BEEF,CHUCK,BLADE RST,LN&FAT,1/8""FAT,SEL,CKD,BRSD",13820,247,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
BEEF,"BEEF,BRISKET,FLAT HALF,LN & FAT,0"" FAT,SEL,CKD,BRSD",13950,247.04,"1 steak,  (yield from 388 g raw meat)"
BEEF,"BEEF,SHRT LOIN,PRTRHS STEAK,LN&FAT,1/8""FAT,CHOIC,CKD,BRLD",13906,255,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
BEEF,"BEEF,RIB,SML END (RIBS 10-12),LN&FAT,1/8""FAT,CHOIC,CKD,BRLD",13854,255.81,"1 steak,  (yield from 320 g raw meat)"
BEEF,"BEEF,CHUCK,ARM POT RST,LN&FAT,1/8""FAT,SEL,CKD,BRSD",13814,257,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
BEEF,"BEEF,SHRT LOIN,TOP LOIN,LN&FAT,1/8""FAT,SEL,RAW",13913,257.75,1 steak
BEEF,"BEEF,CHUCK,ARM POT RST,LN&FAT,1/8""FAT,ALL GRDS,CKD,BRSD",13810,258,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
BEEF,"BEEF,SHRT LOIN,T-BONE STEAK,LN&FAT,1/8""FAT,CHOIC,CKD,BRLD",13908,259,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
BEEF,"BEEF,RND,TOP RND,LN,0""FAT,ALL GRDS,CKD,BRSD",13434,261,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
BEEF,"BEEF,RND,TOP RND,LN,0""FAT,CHOIC,CKD,BRSD",13436,261,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
BEEF,"BEEF,RND,TOP RND,LN,0""FAT,SEL,CKD,BRSD",13438,261,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
BEEF,"BEEF,BRISKET,WHL,LN,0""FAT,ALL GRDS,CKD,BRSD",13368,264,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
BEEF,"BEEF,RIB,WHL (RIBS 6-12),LN&FAT,1/8""FAT,SEL,CKD,BRLD",13831,264,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
BEEF,"BEEF,RIB,SML END (RIBS 10-12),LN&FAT,0""FAT,SEL,CKD,BRLD",13393,265,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
BEEF,"BEEF,SHRT LOIN,TOP LOIN,LN&FAT,1/8""FAT,ALL GRDS,RAW",13909,266.01,1 steak
BEEF,"BEEF,RND,TOP RND,LN&FAT,0""FAT,ALL GRDS,CKD,BRSD",13428,267,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
BEEF,"BEEF,RND,TOP RND,LN&FAT,0""FAT,CHOIC,CKD,BRSD",13430,267,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
BEEF,"BEEF,RND,TOP RND,LN&FAT,0""FAT,SEL,CKD,BRSD",13432,267,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
BEEF,"BEEF,RIB,WHL (RIBS 6-12),LN&FAT,1/8""FAT,ALL GRDS,CKD,BRLD",13825,267,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
BEEF,"BEEF,RIB,WHL (RIBS 6-12),LN&FAT,1/8""FAT,CHOIC,CKD,BRLD",13828,267,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
BEEF,"BEEF,RIB,LRG END (RIBS 6-9),LN&FAT,1/8""FAT,ALL GRDS,CKD,BRLD",13839,267,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
BEEF,"BEEF,RIB,LRG END (RIBS 6-9),LN&FAT,1/8""FAT,CHOIC,CKD,BRLD",13842,267,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
BEEF,"BEEF,RIB,LRG END (RIBS 6-9),LN&FAT,1/8""FAT,SEL,CKD,BRLD",13845,267,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
BEEF,"BEEF,RIB,SML END (RIBS 10-12),LN&FAT,1/8""FAT,ALL GRDS,CKD,BR",13851,268,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
BEEF,"BEEF,RIB,SML END (RIBS 10-12),LN&FAT,1/8""FAT,PRIME,CKD,BRLD",13860,268,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
BEEF,"BEEF,RND,TOP RND,LN,0"" FAT,SEL,CKD,BRLD",13493,269.4,1 steak
BEEF,"BEEF,RND,TOP RND,LN & FAT,0"" FAT,SEL,CKD,BRLD",13969,269.4,"1 steak,  (yield from 368 g meat)"
BEEF,"BEEF,BRISKET,FLAT HALF,LN&FAT,0""FAT,ALL GRDS,CKD,BRSD",13369,269.83,"1 steak,  (Yield from 418 g raw meat)"
BEEF,"BEEF,BRISKET,FLAT HALF,LN,0""FAT,ALL GRDS,CKD,BRSD",13370,269.83,"1 steak,  (yield from 418g raw meat)"
BEEF,"BEEF,RIB,SML END (RIBS 10-12),LN&FAT,0""FAT,CHOIC,CKD,BRLD",13392,272,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
BEEF,"BEEF,RIB,WHL (RIBS 6-12),LN&FAT,1/8""FAT,PRIME,CKD,BRLD",13834,274,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
BEEF,"BEEF,SHRT LOIN,TOP LOIN,LN & FAT,1/8"" FAT,CHOIC,RAW",13911,274.27,1 steak
BEEF,"BEEF,RIB,SML END (RIBS 10-12),LN&FAT,1/8""FAT,PRIME,CKD,RSTD",13861,276,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
BEEF,"BEEF,RND,TOP RND,LN,0"" FAT,ALL GRDS,CKD,BRLD",13491,276.57,1 steak
BEEF,"BEEF,RND,TOP RND,LN & FAT,0"" FAT,ALL GRDS,CKD,BRLD",13959,276.57,"1 steak,  (yield from 381 g raw meat)"
BEEF,"BEEF,RIB,WHL (RIBS 6-12),LN&FAT,1/8""FAT,PRIME,CKD,RSTD",13835,278,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
BEEF,"BEEF,RIB,LRG END (RIBS 6-9),LN&FAT,1/8""FAT,PRIME,CKD,BRLD",13848,278,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
BEEF,"BEEF,RIB,SML END (RIBS 10-12),LN&FAT,1/8""FAT,CHOIC,CKD,RSTD",13855,278,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
BEEF,"BEEF,COMP OF RTL CUTS,LN&FAT,0""FAT,ALL GRDS,CKD",13361,279,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
BEEF,"BEEF,COMP OF RTL CUTS,LN&FAT,0""FAT,CHOIC,CKD",13362,279,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
BEEF,"BEEF,COMP OF RTL CUTS,LN&FAT,0""FAT,SEL,CKD",13363,279,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
BEEF,"BEEF,RIB,LRG END (RIBS 6-9),LN&FAT,1/8""FAT,PRIME,CKD,RSTD",13849,281,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
BEEF,"BEEF,RND,BTTM RND,LN&FAT,1/8""FAT,ALL GRDS,CKD,BRSD",13869,281,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
BEEF,"BEEF,RIB,SML END (RIBS 10-12),LN&FAT,1/8""FAT,ALL GRDS,CKD,RS",13852,282,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
BEEF,"BEEF,RND,TOP RND,LN,1/8"" FAT,CHOIC,CKD,PAN-FRIED",13890,283,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
BEEF,"BEEF,RND,TOP RND,LN&FAT,1/8""FAT,CHOIC,CKD,PAN-FRIED",13897,283,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
BEEF,"BEEF,RND,TOP RND,LN,0"" FAT,CHOIC,CKD,BRLD",13492,283.73,1 steak
BEEF,"BEEF,RND,TOP RND,LN & FAT,0"" FAT,CHOIC,CKD,BRLD",13968,283.73,"1 steak,  (yield from 396 g raw meat)"
BEEF,"BEEF,COMP OF RTL CUTS,LN&FAT,1/8""FAT,ALL GRDS,CKD",13796,285,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
BEEF,"BEEF,COMP OF RTL CUTS,LN&FAT,1/8""FAT,CHOIC,CKD",13798,285,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
BEEF,"BEEF,RIB,SML END (RIBS 10-12),LN&FAT,1/8""FAT,SEL,CKD,RSTD",13858,285,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
BEEF,"BEEF,RIB,LRG END (RIBS 6-9),LN&FAT,0""FAT,SEL,CKD,RSTD",13387,286,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
BEEF,"BEEF,COMP OF RTL CUTS,LN&FAT,1/8""FAT,SEL,CKD",13800,286,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
BEEF,"BEEF,RND,TOP RND,LN&FAT,1/8""FAT,ALL GRDS,CKD,BRSD",13892,286,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
BEEF,"BEEF,RND,TOP RND,LN&FAT,1/8""FAT,SEL,CKD,BRSD",13899,286,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
BEEF,"BEEF,RIB,WHL (RIBS 6-12),LN&FAT,1/8""FAT,ALL GRDS,CKD,RSTD",13826,289,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
BEEF,"BEEF,RIB,WHL (RIBS 6-12),LN&FAT,1/8""FAT,CHOIC,CKD,RSTD",13829,289,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
BEEF,"BEEF,RIB,WHL (RIBS 6-12),LN&FAT,1/8""FAT,SEL,CKD,RSTD",13832,289,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
BEEF,"BEEF,RND,TOP RND,LN&FAT,1/8""FAT,CHOIC,CKD,BRSD",13895,289,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
BEEF,"BEEF,RIB,LRG END (RIBS 6-9),LN&FAT,0""FAT,CHOIC,CKD,RSTD",13386,290,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
BEEF,"BEEF,TOP SIRLOIN,LN,0""FAT,ALL GRDS,CKD,BRLD",13454,292,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
BEEF,"BEEF,RIB,LRG END (RIBS 6-9),LN&FAT,1/8""FAT,ALL GRDS,CKD,RSTD",13840,292,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
BEEF,"BEEF,RIB,LRG END (RIBS 6-9),LN&FAT,1/8""FAT,SEL,CKD,RSTD",13846,292,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
BEEF,"BEEF,COMP OF RTL CUTS,LN&FAT,1/8""FAT,PRIME,CKD",13802,296,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
BEEF,"BEEF,RIB,LRG END (RIBS 6-9),LN&FAT,1/8""FAT,CHOIC,CKD,RSTD",13843,296,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
BEEF,"BEEF,VAR MEATS&BY-PRODUCTS,LUNGS,CKD,BRSD",13329,303,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
BEEF,"BEEF,TOP SIRLOIN,LN&FAT,1/8""FAT,ALL GRDS,CKD,BRLD",13930,306,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
BEEF,"BEEF,TOP SIRLOIN,LN&FAT,1/8""FAT,CHOIC,CKD,BRLD",13932,306,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
BEEF,"BEEF,TOP SIRLOIN,LN&FAT,1/8""FAT,CHOIC,CKD,PAN-FRIED",13933,307,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
BEEF,"BEEF,VAR MEATS&BY-PRODUCTS,SPLEEN,CKD,BRSD",13334,308,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
BEEF,"BEEF,GROUND,PATTIES,FRZ,CKD,BRLD",13317,313,"1 unit, cooked (yield from 1 lb raw meat)"
BEEF,"BEEF,RND,FULL CUT,LN&FAT,1/8""FAT,CHOIC,CKD,BRLD",13865,313,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
BEEF,"BEEF,RND,FULL CUT,LN&FAT,1/8""FAT,SEL,CKD,BRLD",13867,313,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
BEEF,"BEEF,BRISKET,WHL,LN&FAT,0""FAT,ALL GRDS,CKD,BRSD",13367,314,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
BEEF,"BEEF,BRISKET,POINT HALF,LN&FAT,0""FAT,ALL GRDS,CKD,BRSD",13371,314,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
BEEF,"BEEF,CURED,CORNED BF,BRISKET,CKD",13347,320,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
BEEF,"BEEF,RND,TIP RND,LN,0"" FAT,ALL GRDS,CKD,RSTD",13424,320,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
BEEF,"BEEF,RND,TIP RND,LN&FAT,1/8""FAT,CHOIC,CKD,RSTD",13886,325,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
BEEF,"BEEF,RND,TIP RND,LN&FAT,1/8""FAT,ALL GRDS,CKD,RSTD",13884,326,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
BEEF,"BEEF,RND,TOP RND STEAK,LN & FAT,1/8"" FAT,ALL GRDS,CKD,BRLD",13893,326,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
BEEF,"BEEF,TENDERLOIN,LN&FAT,1/8""FAT,PRIME,CKD,RSTD",13928,326,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
BEEF,"BEEF,RND,TIP RND,LN&FAT,1/8""FAT,SEL,CKD,RSTD",13888,327,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
BEEF,"BEEF,BRISKET,WHL,LN&FAT,1/8""FAT,ALL GRDS,CKD,BRSD",13804,329,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
BEEF,"BEEF,TENDERLOIN,LN&FAT,1/8""FAT,CHOIC,CKD,RSTD",13922,329,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
BEEF,"BEEF,TENDERLOIN,LN&FAT,1/8""FAT,SEL,CKD,RSTD",13925,329,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
BEEF,"BEEF,RND,TIP RND,LN&FAT,0""FAT,ALL GRDS,CKD,RSTD",13421,330,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
BEEF,"BEEF,TENDERLOIN,LN&FAT,1/8""FAT,ALL GRDS,CKD,RSTD",13919,330,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
BEEF,"BEEF,BRISKET,POINT HALF,LN&FAT,1/8""FAT,ALL GRDS,CKD,BRSD",13808,332,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
BEEF,"BEEF,RND,TOP RND,LN&FAT,1/8""FAT,PRIME,CKD,BRLD",13902,332,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
BEEF,"BEEF,RND,EYE OF RND,LN&FAT,1/8""FAT,ALL GRDS,CKD,RSTD",13878,333,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
BEEF,"BEEF,RND,EYE OF RND,LN&FAT,1/8""FAT,CHOIC,CKD,RSTD",13880,333,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
BEEF,"BEEF,RIB,SML END (RIBS 10-12),LN&FAT,1/8""FAT,SEL,RAW",13856,334.58,1 steak
BEEF,"BEEF,RND,EYE OF RND,LN&FAT,0""FAT,SEL,CKD,RSTD",13417,337.36,"1 roast,  (yield from 426 g raw meat)"
BEEF,"BEEF,RND,EYE OF RND,LN,0""FAT,SEL,CKD,RSTD",13420,337.36,"1 roast,  (yield from 426 g raw meat)"
BEEF,"BEEF,RND,EYE OF RND,LN&FAT,0""FAT,ALL GRDS,CKD,RSTD",13415,345.95,"1 roast,  (yield from 436 g raw meat)"
BEEF,"BEEF,RND,EYE OF RND,LN,0""FAT,ALL GRDS,CKD,RSTD",13418,345.95,"1 roast,  (yield from 436 g raw meat)"
